"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price";"id"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"windows";1.86;24988;198
"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"SDD";256;0;"Intel";"windows";0.0;77203;199
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.1;53227;200
"Asus";"Notebook";14.0;1366;768;0;"AMD";"E-Series E2-6110";1.5;2;"Flash Storage";32;0;"AMD";"windows";1.65;10603;201
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"linux";2.4;41505;202
"HP";"Notebook";17.3;1920;1080;0;"AMD";"A6-Series 9220";2.5;4;"HDD";500;0;"AMD";"windows";2.71;23390;203
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;1024;"Nvidia";"windows";2.9;74965;204
"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";1.8;16;"SDD";512;0;"Intel";"windows";1.2;99580;205
"Apple";"Ultrabook";13.3;1440;900;0;"Intel";"Core i5";1.6;8;"Flash Storage";256;0;"Intel";"macos";1.35;53173;206
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"N/A";2.1;18595;207
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"N/A";2.2;29251;208
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";64;0;"Intel";"windows";1.44;13267;209
"Huawei";"Ultrabook";13.0;2160;1440;0;"Intel";"Core i7";2.7;8;"SDD";512;0;"Intel";"windows";1.05;79867;210
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.7;4;"HDD";1024;0;"Intel";"linux";2.1;19554;211
"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"SDD";256;0;"AMD";"windows";1.4;49651;212
"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"N/A";2.8;31382;213
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";1.8;8;"SDD";256;0;"Nvidia";"windows";1.63;54932;214
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"SDD";128;1024;"AMD";"windows";2.8;52161;215
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";"windows";1.86;26037;216
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SDD";256;0;"Nvidia";"windows";2.1;46833;217
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"linux";2.0;20726;218
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;1024;"Nvidia";"windows";2.65;79867;219
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"linux";2.3;27865;220
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"SDD";256;0;"Intel";"windows";2.2;36337;221
"Dell";"2 in 1 Convertible";17.3;1920;1080;1;"Intel";"Core i5";1.6;12;"HDD";1024;0;"Nvidia";"windows";2.77;53227;222
"Apple";"Ultrabook";13.3;2560;1600;0;"Intel";"Core i5";2.0;8;"SDD";256;0;"Intel";"macos";1.37;75604;223
"Asus";"Gaming";17.3;1920;1080;0;"AMD";"Ryzen 1700";3.0;8;"SDD";256;1024;"AMD";"windows";3.2;69211;224
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"SDD";256;0;"AMD";"windows";2.3;34046;225
"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";"Core i7";1.8;16;"SDD";1024;0;"Intel";"windows";1.21;133147;226
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";256;0;"Nvidia";"windows";2.5;53227;227
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;1024;"Nvidia";"windows";2.8;111835;228
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"SDD";256;0;"Intel";"windows";1.48;67559;229
"Acer";"Notebook";15.6;1920;1080;0;"AMD";"A8-Series 7410";2.2;8;"SDD";256;0;"AMD";"windows";2.23;24988;230
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.84;60952;231
"Asus";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;"Intel";"windows";1.1;14652;232
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"linux";2.0;14651;233
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SDD";256;0;"Nvidia";"windows";2.0;60886;234
"Asus";"Gaming";15.6;1920;1080;0;"AMD";"FX 9830P";3.0;8;"HDD";1024;0;"AMD";"windows";2.45;37243;235
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"linux";2.2;14647;236
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SDD";128;1024;"AMD";"windows";2.33;44968;237
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;2;"HDD";1024;0;"Nvidia";"windows";2.2;36710;238
"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A12-Series 9720P";3.6;12;"HDD";2048;0;"AMD";"windows";2.2;47899;239
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.4;8;"HDD";1024;0;"Nvidia";"windows";2.1;38148;240
"Lenovo";"2 in 1 Convertible";13.9;3840;2160;1;"Intel";"Core i7";1.8;16;"SDD";512;0;"Intel";"windows";1.4;111835;241
"HP";"2 in 1 Convertible";13.3;3840;2160;1;"Intel";"Core i7";1.8;16;"SDD";1024;0;"Intel";"windows";1.29;130483;242
"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"SDD";256;0;"Intel";"windows";1.2;84129;243
"Lenovo";"Notebook";13.3;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";"other";1.45;24503;244
"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i7";1.8;16;"SDD";512;0;"Intel";"windows";1.49;63776;245
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;2048;"Nvidia";"windows";2.4;60153;246
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.95;52214;247
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Nvidia";"windows";2.65;63670;248
"HP";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";"windows";1.44;14865;249
"Acer";"Notebook";11.6;1366;768;0;"Intel";"Pentium Quad";1.6;4;"Flash Storage";128;0;"Intel";"windows";1.4;25841;250
"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Intel";"windows";1.25;55891;251
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Intel";"windows";1.48;68838;252
"Dell";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";1.9;16;"SDD";512;256;"Intel";"windows";1.88;85672;253
"Acer";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";1.6;8;"SDD";256;0;"Intel";"windows";1.5;45128;254
"Asus";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.5;19980;255
"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"SDD";256;0;"Intel";"windows";1.6;61219;256
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;16;"SDD";512;0;"Intel";"windows";1.62;68145;258
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"linux";2.2;31963;259
"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";"windows";2.79;31382;260
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SDD";256;0;"AMD";"linux";2.2;36089;261
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Intel";"windows";1.84;69477;262
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"SDD";256;0;"AMD";"linux";2.2;25841;263
"Lenovo";"2 in 1 Convertible";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"SDD";256;0;"Intel";"windows";1.74;47899;264
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";128;1024;"Nvidia";"windows";2.7;75072;265
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.4;6;"SDD";256;0;"Nvidia";"windows";2.0;30743;266
"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Intel";"windows";2.0;58288;267
"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";256;0;"Nvidia";"windows";2.6;92615;268
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Intel";"windows";2.1;48059;269
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;16;"SDD";512;0;"Nvidia";"windows";2.4;74752;270
"Acer";"Notebook";15.6;1366;768;0;"AMD";"A12-Series 9720P";2.7;8;"SDD";256;0;"AMD";"windows";2.2;35112;271
"Toshiba";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.5;8;"SDD";256;0;"Intel";"windows";1.2;72621;272
"HP";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;12;"SDD";128;1024;"Nvidia";"windows";2.62;66547;273
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SDD";128;2048;"AMD";"windows";2.02;51730;274
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"AMD";"windows";1.91;38308;275
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"N/A";2.2;17156;276
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"HDD";1024;0;"Intel";"windows";2.1;42304;277
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"windows";2.65;53227;278
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.44;15558;279
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;1024;"Nvidia";"windows";4.42;130874;280
"HP";"Notebook";15.6;1920;1080;0;"AMD";"E-Series E2-9000e";1.5;4;"HDD";500;0;"AMD";"windows";2.1;18595;281
"Dell";"Notebook";15.6;1366;768;1;"Intel";"Core i5";2.5;8;"HDD";2048;0;"Intel";"windows";2.36;29697;282
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";"windows";8.23;29251;283
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Nvidia";"windows";2.2;44329;284
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"HDD";1024;0;"AMD";"linux";2.2;34472;285
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"SDD";256;0;"Intel";"windows";1.36;76031;286
"Dell";"Notebook";15.6;1920;1080;1;"Intel";"Core i7";2.7;16;"HDD";1024;0;"AMD";"windows";2.3;45768;287
"HP";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Nvidia";"windows";1.38;59620;288
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";1.86;23390;289
"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.25;71395;290
"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Nvidia";"windows";1.7;55939;291
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Nvidia";"windows";2.0;40972;292
"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";2.0;50350;293
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;6;"SDD";256;0;"Nvidia";"windows";1.58;35112;294
"Asus";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;500;"Nvidia";"windows";2.69;47472;295
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"windows";1.85;22106;296
"HP";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Intel";"windows";1.26;71129;297
"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;6;"SDD";128;1024;"Nvidia";"windows";2.8;38308;298
"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i7";2.8;32;"SDD";1024;0;"Nvidia";"windows";2.06;140606;299
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";1.86;34046;300
"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Nvidia";"windows";1.3;63563;301
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";256;1024;"Nvidia";"windows";2.7;63883;302
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;1024;"Nvidia";"windows";2.2;69211;303
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";2.0;50243;304
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Intel";"windows";1.58;78854;305
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"windows";1.9;67612;306
"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;1024;"Intel";"windows";2.0;71076;307
"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"SDD";256;1024;"Nvidia";"windows";1.5;67239;308
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"windows";2.37;21258;309
"HP";"Notebook";15.6;1366;768;0;"AMD";"E-Series 9000e";1.5;4;"HDD";500;0;"AMD";"windows";2.1;17582;310
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"windows";1.85;23923;311
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"SDD";256;0;"Nvidia";"N/A";2.2;26587;312
"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";2.4;8;"SDD";256;0;"Intel";"windows";1.23;73473;313
"HP";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.6;8;"HDD";2048;0;"Intel";"windows";2.04;20726;314
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.37;74539;315
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"SDD";128;1024;"AMD";"windows";2.8;57809;316
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;1024;"Nvidia";"windows";3.2;79867;317
"HP";"Notebook";14.0;1366;768;0;"Intel";"Core i5";1.6;4;"HDD";500;0;"Intel";"windows";1.63;38468;318
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";128;1024;"Nvidia";"N/A";2.4;43104;319
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.6;45768;320
"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.6;8;"SDD";256;0;"Intel";"windows";1.21;86793;321
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"AMD";"windows";2.33;47899;322
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";1.8;8;"SDD";512;0;"Intel";"windows";1.63;57756;323
"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Intel";"windows";1.36;93240;324
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SDD";256;1024;"Nvidia";"windows";2.16;60224;325
"Acer";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.3;8;"SDD";256;0;"Intel";"windows";1.6;36710;326
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"SDD";256;1024;"Nvidia";"windows";3.35;106507;327
"Asus";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";"windows";2.0;30050;328
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"SDD";256;0;"AMD";"linux";2.36;47899;329
"Mediacom";"2 in 1 Convertible";11.6;1920;1080;1;"Intel";"Celeron Dual";1.1;4;"SDD";32;0;"Intel";"windows";1.16;15931;330
"Asus";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.7;12;"SDD";512;2048;"Nvidia";"windows";2.26;58555;331
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SDD";256;0;"Nvidia";"windows";1.7;59567;332
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"linux";2.1;20779;333
"Samsung";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";"other";1.15;14332;334
"Acer";"Notebook";15.6;1366;768;0;"AMD";"A9-Series 9420";3.0;4;"SDD";128;0;"AMD";"windows";2.1;22697;335
"Asus";"Notebook";15.6;1920;1080;0;"AMD";"A10-Series A10-9620P";2.5;4;"SDD";128;1024;"AMD";"windows";2.2;30636;336
"Asus";"Gaming";17.3;1920;1080;0;"AMD";"Ryzen 1700";3.0;16;"SDD";256;1024;"AMD";"windows";3.25;117163;337
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Intel";"windows";1.4;53813;338
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.9;32;"SDD";512;1024;"Nvidia";"windows";4.7;207259;339
"Lenovo";"Notebook";17.3;1600;900;0;"AMD";"A8-Series 7410";2.2;4;"SDD";128;0;"AMD";"windows";2.6;26054;340
"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Nvidia";"windows";2.5;45075;341
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"SDD";256;0;"Intel";"windows";1.62;46301;342
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"SDD";128;0;"Intel";"windows";7.2;31382;343
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series 9420";3.0;4;"SDD";256;0;"AMD";"windows";1.91;26053;344
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.7;4;"SDD";128;0;"Intel";"windows";1.7;31915;345
"Lenovo";"Workstation";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"SDD";512;0;"Nvidia";"windows";2.3;130270;346
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.9;16;"SDD";512;0;"Nvidia";"windows";2.5;130483;347
"Asus";"Gaming";17.3;1920;1080;0;"AMD";"Ryzen 1600";3.2;8;"SDD";256;1024;"AMD";"windows";3.2;90310;348
"Lenovo";"Netbook";11.6;1366;768;0;"Intel";"Celeron Quad";1.1;4;"SDD";128;0;"Intel";"windows";1.59;29464;349
"HP";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"windows";2.1;18488;350
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"windows";1.8;16464;351
"Google";"Ultrabook";12.3;2400;1600;1;"Intel";"Core i7";1.3;16;"SDD";512;0;"Intel";"other";1.1;117163;352
"Asus";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.5;15238;353
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"linux";2.4;45075;354
"Lenovo";"Ultrabook";24.0;2560;1440;0;"Intel";"Core i7";2.7;24;"SDD";512;0;"Intel";"windows";1.32;126913;355
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";128;1024;"Nvidia";"windows";3.35;63456;356
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"SDD";256;0;"Intel";"linux";2.0;29784;357
"Lenovo";"Notebook";17.3;1600;900;0;"AMD";"A6-Series 9220";2.5;8;"HDD";1024;0;"AMD";"windows";2.8;27652;358
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"SDD";256;0;"AMD";"windows";2.2;39907;359
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"SDD";128;0;"Intel";"N/A";1.85;21498;360
"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.36;76137;361
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Quad";1.1;4;"SDD";128;0;"Intel";"windows";2.2;18595;362
"HP";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";128;1024;"Nvidia";"windows";2.2;58555;363
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.8;8;"SDD";256;0;"Nvidia";"windows";1.64;62817;364
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"linux";2.4;23539;365
"HP";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Intel";"windows";1.32;74539;366
"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Xeon E3-1505M";3.0;8;"HDD";64;1024;"Nvidia";"windows";2.23;106187;367
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Nvidia";"windows";2.2;54758;368
"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core i7";2.5;16;"SDD";512;0;"Intel";"windows";1.25;137942;369
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"SDD";256;0;"Intel";"windows";1.64;68184;370
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"SDD";128;0;"Intel";"windows";1.91;31382;371
"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"SDD";256;0;"Nvidia";"windows";2.17;105228;372
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"SDD";128;0;"Intel";"windows";1.63;36710;373
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"SDD";128;1024;"AMD";"linux";2.8;47366;374
"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.9;8;"SDD";512;0;"Intel";"windows";2.31;81732;375
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.65;71662;376
"Lenovo";"Notebook";24.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SDD";256;0;"Intel";"windows";2.02;71395;377
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SDD";128;1024;"AMD";"windows";2.36;52161;378
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;4;"HDD";1024;0;"Nvidia";"windows";2.2;42571;379
"Dell";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";"windows";1.47;25521;380
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"HDD";2048;0;"Nvidia";"N/A";2.2;24456;381
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"windows";4.42;109011;382
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";"windows";2.3;31169;383
"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core M";2.2;4;"SDD";128;0;"Intel";"windows";1.25;52694;384
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.8;8;"SDD";256;0;"Intel";"windows";1.9;73367;385
"Acer";"Notebook";15.6;1920;1080;1;"Intel";"Core i3";2.4;6;"HDD";1024;0;"Intel";"windows";2.1;25521;386
"Microsoft";"Ultrabook";33.5;2256;1504;1;"Intel";"Core i7";2.5;8;"SDD";256;0;"Intel";"windows";1.25;95851;387
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";128;1024;"Nvidia";"windows";4.42;160520;388
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;2048;"Nvidia";"windows";1.8;119427;389
"HP";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;8;"SDD";256;0;"Intel";"windows";2.5;34094;390
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Nvidia";"N/A";2.2;33513;391
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";500;0;"Intel";"windows";2.0;45821;392
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";"windows";2.23;28984;393
"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;16;"SDD";512;0;"Nvidia";"windows";2.5;67719;394
"Asus";"Notebook";15.6;3840;2160;0;"Intel";"Core i7";2.7;8;"SDD";256;1024;"Nvidia";"windows";2.0;69211;395
"Acer";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"SDD";128;0;"Intel";"windows";1.4;23177;396
"Mediacom";"Notebook";13.3;1920;1080;0;"Intel";"Celeron Quad";1.1;4;"SDD";32;0;"Intel";"windows";1.2;19660;397
